bfs_cost_of_path,bfs_max_ram_usage,bfs_max_search_depth, bfs_nodes_expanded ,bfs_path_to_goal,bfs_running_time, bfs_search_depth ,dfs_cost_of_path,dfs_max_ram_usage, dfs_max_search_depth , dfs_nodes_expanded ,dfs_running_time, dfs_search_depth ,grid,i
26,0.8671428608,27," 166,917 ",LDDLURRDLUURDLLDRULURRDLLU,3.5677359104, 26 ,59574,0.4658692096," 66,488 "," 120,079 ",2.2410740852," 59,574 ","4,3,0,5,2,6,8,7,1",493
22,0.4498112512,23," 80,665 ",ULURDLDRULLURRDLDLURUL,1.7412965298, 22 ,59370,0.4658151424," 66,126 "," 119,929 ",2.2480604649," 59,370 ","6,8,1,5,4,3,7,2,0",494
24,0.4506763264,25," 137,804 ",DLURURDDLUULDRRULDRDLLUU,2.7199983597, 24 ,61864,0.4658151424," 66,122 "," 114,766 ",2.2494554520," 61,864 ","2,8,6,7,0,4,5,3,1",495
22,0.4498112512,23," 89,091 ",LUURDLLDRRULULDRDLURUL,1.8754715919, 22 ,57954,0.4658151424," 66,126 "," 122,627 ",2.2579987049," 57,954 ","4,8,6,5,7,2,1,3,0",496
22,0.4498653184,23," 86,193 ",DRRDLLURRDLUULDDRRULLU,1.8091790676, 22 ,57248,0.4657610752," 65,982 "," 123,946 ",2.2611629963," 57,248 ","0,5,2,1,4,3,7,8,6",497
20,0.2294398976,21," 44,930 ",DLDRUULDLDRULURRDLUL,1.0340640545, 20 ,59596,0.4658692096," 66,488 "," 119,948 ",2.2634007931," 59,596 ","3,4,0,7,8,2,5,1,6",498
22,0.4506763264,23," 86,252 ",ULDRRULLDRRULLDRDRUULL,1.7819988728, 22 ,59760,0.4658151424," 66,122 "," 119,147 ",2.2657353878," 59,760 ","8,2,3,5,0,1,6,4,7",499
28,0.8671428608,29," 177,761 ",DDRURULLDDRURDLUURDLULDDRUUL,3.4711072445, 28 ,58416,0.4657610752," 65,982 "," 121,903 ",2.2665905952," 58,416 ","0,7,6,5,3,8,4,1,2",500
21,0.4478648320,22," 70,942 ",RULDDRULDRRULLDRRUULL,1.5029997826, 21 ,57989,0.4658692096," 66,056 "," 122,212 ",2.2690000534," 57,989 ","2,3,5,0,1,7,8,4,6",501
25,0.4508385280,26," 160,779 ",LLDRURDLUULDDRUURDLULDRUL,3.1752078533, 25 ,57949,0.4658151424," 66,125 "," 122,616 ",2.2721333504," 57,949 ","5,7,3,8,6,0,4,1,2",502
18,0.2235465728,19," 22,706 ",RUULDDRULDRRUULDLU,0.6320011616, 18 ,59568,0.4657610752," 65,982 "," 119,876 ",2.2759995461," 59,568 ","2,6,5,3,4,8,0,1,7",503
18,0.2240331776,19," 26,653 ",LLDRRULDLURDDRUULL,0.6541066170, 18 ,59428,0.4658692096," 66,488 "," 120,372 ",2.2830488682," 59,428 ","5,8,0,3,2,1,6,4,7",504
21,0.2332246016,22," 57,941 ",DDLUURDRDLURULLDDRULU,1.4280056953, 21 ,60367,0.4658151424," 66,123 "," 118,052 ",2.2906081676," 60,367 ","3,0,5,4,1,6,8,2,7",505
24,0.4499193856,25," 130,670 ",ULLDRUULDRRULLDDRURDLUUL,2.6482510567, 24 ,60132,0.4658151424," 66,126 "," 118,574 ",2.2921550274," 60,132 ","2,1,7,6,8,5,4,3,0",506
25,0.4508385280,26," 158,770 ",RDLURRULLDRDRUULLDDRRULLU,3.0051045418, 25 ,61031,0.4658692096," 66,056 "," 116,479 ",2.3011054993," 61,031 ","2,8,7,0,4,3,5,1,6",507
14,0.0555646976,15," 3,476 ",URDLUURRDDLULU,0.0549991131, 14 ,62982,0.4657610752," 65,982 "," 112,485 ",2.3031322956," 62,982 ","4,3,1,8,6,2,0,7,5",508
26,0.8670887936,27," 165,569 ",DLLURRDLLDRRULLDRUULDDRULU,3.2905082703, 26 ,56084,0.4658692096," 66,488 "," 126,173 ",2.3040986061," 56,084 ","5,1,0,8,2,7,6,3,4",509
24,0.4499193856,25," 130,358 ",URRULLDRRULDDRUULLDDRUUL,2.6831798553, 24 ,58754,0.4657610752," 65,982 "," 121,371 ",2.3172841072," 58,754 ","5,8,2,3,4,1,0,7,6",510
24,0.4499193856,25," 121,293 ",UULLDDRUURDLLDRRULDLURUL,2.4181313515, 24 ,57166,0.4658151424," 66,126 "," 123,955 ",2.3191015720," 57,166 ","8,4,2,1,7,3,5,6,0",511
23,0.4508385280,24," 107,999 ",DLURRDLLURDDRUULLDDRULU,2.1382145882, 23 ,57971,0.4658151424," 66,123 "," 122,536 ",2.3202009201," 57,971 ","2,0,1,8,3,5,4,7,6",512
24,0.4499193856,25," 124,515 ",DRULDRRULDRDLLURRDLURULL,2.4131867886, 24 ,58340,0.4657610752," 65,982 "," 122,042 ",2.3259999752," 58,340 ","0,6,3,5,1,2,8,4,7",513
14,0.0151371776,15," 3,009 ",UURDLDRRUULDLU,0.1440000534, 14 ,58100,0.4657610752," 65,982 "," 122,542 ",2.3372464180," 58,100 ","1,3,5,4,2,8,0,6,7",514
18,0.2239791104,19," 26,377 ",LLDRDLURURDDLURULL,0.4229991436, 18 ,63510,0.4658692096," 66,488 "," 111,102 ",2.3430628777," 63,510 ","7,2,0,1,6,5,8,3,4",515
16,0.0591872000,17," 12,664 ",LURRDLDLURDRULLU,0.2079987526, 16 ,59122,0.4658151424," 66,122 "," 120,469 ",2.3510870934," 59,122 ","6,3,1,8,0,2,5,4,7",516
24,0.4499193856,25," 131,368 ",DRRDLLURULDRRULLDRDRULUL,2.7022488117, 24 ,57024,0.4657610752," 65,982 "," 124,307 ",2.3511579037," 57,024 ","0,1,8,2,6,4,5,7,3",517
25,0.4508385280,26," 149,982 ",ULLDRDRUULLDRRULDDRUULDLU,2.9759492874, 25 ,58695,0.4658151424," 66,125 "," 121,181 ",2.3546113968," 58,695 ","8,2,7,5,3,0,6,4,1",518
24,0.4499193856,25," 134,800 ",RULURDLDRURULDRDLURULDLU,2.5773575306, 24 ,57220,0.4657610752," 65,982 "," 123,979 ",2.3589994907," 57,220 ","8,3,7,5,6,2,0,4,1",519
27,0.8667103232,28," 175,349 ",DLUULDRURDDLUURDDLLUURDDLUU,3.4982991219, 27 ,55793,0.4658151424," 66,125 "," 126,422 ",2.3591063023," 55,793 ","8,7,1,6,5,0,4,2,3",520
27,0.8668725248,28," 172,730 ",UULDRRDLUURDLULDDRRULULDRUL,3.3752162457, 27 ,60303,0.4658151424," 66,123 "," 118,227 ",2.3622322083," 60,303 ","8,4,5,3,7,6,1,0,2",521
23,0.4508385280,24," 116,469 ",LDDRRULULDDRRULULDDRUUL,2.2939999104, 23 ,56741,0.4658151424," 66,123 "," 124,758 ",2.3669996262," 56,741 ","5,0,2,7,8,6,4,1,3",522
27,0.8668725248,28," 175,819 ",DRULDDLUURDLDRRULDLURDRUULL,3.5068316460, 27 ,55791,0.4658151424," 66,123 "," 126,422 ",2.3724455833," 55,791 ","8,0,7,6,5,1,4,2,3",523
29,0.8668725248,30," 181,028 ",DLDRUULDRRULDRDLUULDDRURULDLU,3.5201189518, 29 ,61531,0.4658151424," 66,123 "," 115,547 ",2.3726258278," 61,531 ","5,0,6,8,3,7,2,4,1",524
20,0.2294398976,21," 51,829 ",RURDLULURRDDLUULDRUL,1.0665504932, 20 ,55168,0.4657610752," 65,982 "," 127,635 ",2.3852689266," 55,168 ","1,4,3,7,5,8,0,6,2",525
20,0.2294398976,21," 53,478 ",RRDLULDDRRUULLDRRULL,0.8860003948, 20 ,64180,0.4657610752," 65,982 "," 108,652 ",2.3872377872," 64,180 ","0,5,3,2,8,4,1,6,7",526
22,0.4498112512,23," 88,062 ",RDDRUULDDRULLDRRUULDLU,1.7900004387, 22 ,55864,0.4657610752," 65,982 "," 126,453 ",2.3906025887," 55,864 ","0,3,7,1,5,6,4,2,8",527
20,0.2293317632,21," 40,006 ",UURDRDLUURDDLUURDLLU,0.8470005989, 20 ,54624,0.4657610752," 65,982 "," 128,454 ",2.4178266525," 54,624 ","4,3,5,6,7,8,0,2,1",528
22,0.4498653184,23," 87,916 ",LUURDDLULURDLDRRUULDLU,1.8167843819, 22 ,56044,0.4658151424," 66,126 "," 126,047 ",2.4182488918," 56,044 ","1,6,3,2,7,5,4,8,0",529
24,0.4499193856,25," 131,295 ",DRRDLLUURRDLDLURULDDRUUL,2.7351348400, 24 ,55594,0.4657610752," 65,982 "," 126,989 ",2.4191603661," 55,594 ","0,4,7,3,6,5,1,8,2",530
16,0.0579436544,17," 8,933 ",DRDRUULDLURRDLUL,0.1980612278, 16 ,54968,0.4657610752," 65,982 "," 127,969 ",2.4331674576," 54,968 ","0,4,2,3,5,8,6,1,7",531
23,0.4508385280,24," 121,898 ",RRULDDRULLDRRULLURRDLUL,2.4430391788, 23 ,49711,0.4658692096," 66,056 "," 135,045 ",2.4439992905," 49,711 ","3,4,7,0,2,1,5,8,6",532
17,0.2216001536,18," 15,500 ",DLULURRDLLDRRUULL,0.4460008144, 17 ,53325,0.4658151424," 66,125 "," 130,033 ",2.4497623444," 53,325 ","4,1,2,8,6,0,3,7,5",533
26,0.4499193856,27," 160,399 ",DDLLURULDRRULLDRDLURRDLULU,3.0782804489, 26 ,56086,0.4658692096," 66,488 "," 126,188 ",2.4557654858," 56,086 ","2,3,0,8,1,7,4,5,6",534
26,0.8670887936,27," 168,892 ",LDRDLUULDDRUURDLLURDDRUULL,3.4373247623, 26 ,50968,0.4658692096," 66,488 "," 133,756 ",2.4559991360," 50,968 ","8,1,0,3,4,6,2,7,5",535
22,0.4498653184,23," 82,322 ",DRDLURRDLLURULDRDRUULL,1.6690812111, 22 ,52386,0.4657610752," 65,982 "," 131,866 ",2.4591941833," 52,386 ","0,3,5,2,4,1,7,6,8",536
24,0.4499193856,25," 136,665 ",RURULLDRURDDLURDLLUURDLU,2.7534277439, 24 ,54162,0.4657610752," 65,982 "," 129,186 ",2.4676783085," 54,162 ","8,3,2,4,5,6,0,7,1",537
26,0.8671428608,27," 168,181 ",LULURRDLDLUURDDLUURRDLDLUU,3.4503402710, 26 ,51726,0.4658151424," 66,126 "," 132,256 ",2.4799971581," 51,726 ","4,7,6,2,3,1,5,8,0",538
21,0.2332786688,22," 59,541 ",ULDLURDLDRURULLDDRULU,1.1895136833, 21 ,52061,0.4658151424," 66,125 "," 131,818 ",2.4965424538," 52,061 ","6,5,7,2,1,0,3,4,8",539
21,0.4478648320,22," 72,457 ",LDRURDLDRULLURDLDRUUL,1.5221412182, 21 ,54311,0.4658151424," 66,123 "," 128,522 ",2.5013756752," 54,311 ","8,0,1,7,4,2,3,5,6",540
23,0.4508385280,24," 123,844 ",RDLLDRRULLDRUULDDRRULUL,2.5722436905, 23 ,50325,0.4658151424," 66,123 "," 134,175 ",2.5041081905," 50,325 ","4,0,5,8,7,2,6,1,3",541
22,0.4498112512,23," 92,500 ",LURULLDRRDLLUURDRDLULU,1.9360985756, 22 ,52648,0.4658151424," 66,126 "," 131,016 ",2.5051088333," 52,648 ","3,2,1,4,5,6,8,7,0",542
23,0.4508385280,24," 123,006 ",RULLURDDLUURDRULDDRULUL,2.4415783882, 23 ,50723,0.4658151424," 66,123 "," 133,667 ",2.5142331123," 50,723 ","6,3,8,1,4,7,5,0,2",543
21,0.4479188992,22," 72,647 ",LDRDLUURDRULLDRDLURUL,1.6779649258, 21 ,49101,0.4658151424," 66,123 "," 135,801 ",2.5250575542," 49,101 ","4,0,5,1,7,6,3,2,8",544
16,0.0576192512,17," 7,452 ",UULDDRULURDLDLUU,0.1229979992, 16 ,56600,0.4658151424," 66,126 "," 125,012 ",2.5365138054," 56,600 ","3,1,8,6,5,4,7,2,0",545
15,0.0571867136,16," 7,701 ",RUULDDLUURDRULL,0.1239995956, 15 ,57199,0.4658151424," 66,123 "," 123,920 ",2.5381369591," 57,199 ","3,5,4,6,1,8,7,0,2",546
26,0.8670887936,27," 166,466 ",LDDLUURDRULDDRULDLUURRDLUL,3.2296373844, 26 ,53520,0.4658692096," 66,488 "," 130,206 ",2.5413315296," 53,520 ","6,8,0,7,3,1,2,4,5",547
22,0.4498653184,23," 74,884 ",UULDLDRURDLLURULDDRULU,1.5052821636, 22 ,52496,0.4658151424," 66,126 "," 131,227 ",2.5452020168," 52,496 ","1,2,3,8,7,5,4,6,0",548
23,0.4508385280,24," 111,490 ",URULDLDRRULLURDLDRRULUL,2.3922317028, 23 ,47429,0.4658151424," 66,123 "," 137,940 ",2.5481724739," 47,429 ","5,2,7,8,3,1,4,0,6",549
20,0.2293858304,21," 40,262 ",DDRURDLURULDRDLURULL,0.8510766029, 20 ,50108,0.4657610752," 65,982 "," 134,765 ",2.5590395927," 50,108 ","0,5,7,1,4,8,3,6,2",550
20,0.2294398976,21," 54,310 ",RRDLLURDDRUULLDRRULL,1.1221299171, 20 ,48118,0.4657610752," 65,982 "," 137,356 ",2.5750796795," 48,118 ","0,1,2,5,8,4,6,3,7",551
27,0.8667103232,28," 178,099 ",RRULDDLUURDLDRRULDLURDRUULL,3.6900005341, 27 ,46465,0.4658692096," 66,056 "," 139,243 ",2.5800969601," 46,465 ","8,5,7,0,6,1,4,2,3",552
24,0.4499193856,25," 129,665 ",URRULDLURDDLURRDLURULDLU,2.6677618027, 24 ,47854,0.4657610752," 65,982 "," 137,697 ",2.5852460861," 47,854 ","6,5,7,8,2,3,0,4,1",553
17,0.0601063424,18," 13,134 ",UULDRDLURRDLLURUL,0.3990004063, 17 ,48089,0.4658151424," 66,123 "," 137,086 ",2.5890002251," 48,089 ","4,7,2,1,6,3,8,0,5",554
25,0.4508385280,26," 148,314 ",DLURDDLUURDRDLLURRDLLURUL,2.9552474022, 25 ,50149,0.4658151424," 66,123 "," 134,433 ",2.5923657417," 50,149 ","8,0,2,1,7,6,5,4,3",555
18,0.2246819840,19," 25,249 ",DLUURRDDLLUURDDLUU,0.5100004673, 18 ,46732,0.4658151424," 66,122 "," 138,778 ",2.6029968262," 46,732 ","7,6,3,4,0,2,8,1,5",556
19,0.2271690752,20," 36,207 ",DRDLLURRULDRDLURULL,0.8051245213, 19 ,45877,0.4658151424," 66,123 "," 139,634 ",2.6054573059," 45,877 ","1,0,7,6,5,3,8,4,2",557
24,0.4499193856,25," 139,958 ",RRULLDRUURDDLLURULDRDLUU,2.7593128681, 24 ,49166,0.4657610752," 65,982 "," 136,023 ",2.6135342121," 49,166 ","1,3,6,8,2,5,0,7,4",558
18,0.2238709760,19," 24,775 ",LULDRRULLURRDDLLUU,0.3971989155, 18 ,53672,0.4658151424," 66,126 "," 129,503 ",2.6191263199," 53,672 ","6,3,1,2,7,5,4,8,0",559
24,0.4499193856,25," 118,759 ",UULDLURDRULDDRUULDDRUULL,2.4351730347, 24 ,45624,0.4658151424," 66,126 "," 139,974 ",2.6310827732," 45,624 ","3,7,5,8,1,4,6,2,0",560
23,0.4508385280,24," 104,057 ",UURDLULDRURDDLURDLLURUL,2.0122194290, 23 ,47733,0.4658151424," 66,123 "," 137,551 ",2.6314189434," 47,733 ","8,2,6,1,5,4,7,0,3",561
20,0.2294939648,21," 49,032 ",LDDRULDLUURDDLUURDLU,1.0707068443, 20 ,43244,0.4658692096," 66,488 "," 142,883 ",2.6317665577," 43,244 ","6,2,0,7,4,8,1,5,3",562
25,0.4508385280,26," 145,724 ",URDLDRULURRDDLULURDRDLLUU,2.9109902382, 25 ,46921,0.4658692096," 66,056 "," 138,687 ",2.6427543163," 46,921 ","5,1,3,0,6,2,8,7,4",563
18,0.2234925056,19," 22,592 ",DRRDLLURRDLUURDLLU,0.3619980812, 18 ,54022,0.4657610752," 65,982 "," 129,362 ",2.6430652142," 54,022 ","0,5,1,3,6,4,8,2,7",564
18,0.2235465728,19," 22,478 ",ULLDRRUULLDRRDLLUU,0.6010205746, 18 ,44032,0.4658151424," 66,126 "," 141,944 ",2.6440877914," 44,032 ","1,2,4,6,5,8,3,7,0",565
13,0.0148127744,14," 2,562 ",DRULDRDLLURUL,0.0409984589, 13 ,48471,0.4658151424," 66,123 "," 136,600 ",2.6503031254," 48,471 ","1,0,3,6,2,4,7,8,5",566
24,0.4499193856,25," 136,892 ",LURULDLURDDRUULLDRDRULUL,2.7173759937, 24 ,43580,0.4658151424," 66,126 "," 142,491 ",2.6536564827," 43,580 ","1,8,7,2,3,4,6,5,0",567
15,0.0569163776,16," 6,482 ",DLULDRRUULDRULL,0.1029999256, 15 ,50339,0.4658151424," 66,125 "," 134,136 ",2.6554515362," 50,339 ","1,5,4,2,6,0,3,7,8",568
24,0.4499193856,25," 132,507 ",RDDLURDRUULDDLURRDLURULL,2.5679423809, 24 ,45948,0.4657610752," 65,982 "," 140,093 ",2.6648094654," 45,948 ","0,1,7,8,5,4,2,6,3",569
26,0.4499193856,27," 157,778 ",UURDLURRDLDRULLDRUULDDRUUL,3.0409991741, 26 ,47054,0.4657610752," 65,982 "," 138,719 ",2.6650211811," 47,054 ","8,6,7,1,4,2,0,5,3",570
20,0.2307375104,21," 50,847 ",URDLLDRRULLURRDLDLUU,1.0299978256, 20 ,46980,0.4658151424," 66,122 "," 138,491 ",2.6674170494," 46,980 ","6,8,3,2,0,1,5,7,4",571
23,0.4508385280,24," 115,591 ",LUURDLDRRULLDRULURRDLLU,2.3041810989, 23 ,49417,0.4658151424," 66,123 "," 135,388 ",2.6791391373," 49,417 ","2,4,1,7,3,8,5,0,6",572
21,0.4478648320,22," 66,242 ",DLUURDLLDRUULDRRULDLU,1.4201686382, 21 ,41581,0.8846606336," 66,125 "," 144,715 ",2.7262213230," 41,581 ","2,1,4,7,6,0,3,8,5",573
28,0.8684404736,29," 180,604 ",LURDLDRULURDRDLLURRULLDRDLUU,3.4871363640, 28 ,46050,0.4658151424," 66,122 "," 139,464 ",2.7291705608," 46,050 ","8,7,5,1,0,3,2,4,6",574
23,0.4508385280,24," 117,157 ",LURULDRDRUULDDLURRDLUUL,2.3536512852, 23 ,44197,0.4658151424," 66,123 "," 141,726 ",2.7311832905," 44,197 ","2,6,7,8,1,5,4,0,3",575
17,0.2214920192,18," 15,204 ",DLDRRUULLDDRRUULL,0.3560001850, 17 ,39675,0.8846606336," 66,123 "," 146,812 ",2.7432351112," 39,675 ","2,0,8,4,5,7,1,3,6",576
28,0.8671428608,29," 178,935 ",DRURDDLURDLLURRDLUULDDRRULUL,3.6552319527, 28 ,44504,0.4657610752," 65,982 "," 141,711 ",2.7554752827," 44,504 ","0,8,5,4,3,2,7,6,1",577
21,0.4478648320,22," 68,092 ",DRURULLDRRDLLURDRULLU,1.3369543552, 21 ,40095,0.8849850368," 66,056 "," 146,641 ",2.7664926052," 40,095 ","1,2,4,0,7,6,3,5,8",578
22,0.4498112512,23," 84,215 ",DRRULDLURDRDLLURRDLLUU,1.7551550865, 22 ,37998,0.8849850368," 65,982 "," 148,833 ",2.7849979401," 37,998 ","0,2,6,7,1,3,8,5,4",579
26,0.4499193856,27," 158,987 ",UULDLDRRULLDRRUULLDRRULDLU,3.1172411442, 26 ,40802,0.8846606336," 66,126 "," 145,585 ",2.7981638908," 40,802 ","2,1,7,8,5,6,4,3,0",580
24,0.4499193856,25," 133,898 ",LUURDLULDRDLURRDLUURDLUL,2.6529989243, 24 ,39596,0.8846606336," 66,126 "," 146,908 ",2.8147740364," 39,596 ","5,7,6,1,3,4,8,2,0",581
23,0.4508385280,24," 106,223 ",ULLDDRURDLURULDLDRRULUL,2.2070708275, 23 ,39535,0.8846606336," 66,125 "," 146,943 ",2.8180003166," 39,535 ","2,8,6,1,7,0,5,3,4",582
25,0.4508385280,26," 155,846 ",DRRULLDRRUULDLURDLDRURULL,2.9954011440, 25 ,39613,0.8849850368," 66,056 "," 147,129 ",2.8419990540," 39,613 ","7,5,4,0,8,6,1,2,3",583
25,0.4508385280,26," 145,171 ",URDLURRDLULDDRUULDDRRUULL,2.9705665112, 25 ,36071,0.8849850368," 66,056 "," 150,876 ",2.8480665684," 36,071 ","8,2,6,0,4,5,1,3,7",584
22,0.4498112512,23," 89,828 ",LDLURDRULLDDRUULDRRULL,1.8631975651, 22 ,36012,0.8846606336," 66,488 "," 150,725 ",2.8559999466," 36,012 ","2,4,0,5,3,7,1,6,8",585
20,0.2307375104,21," 51,617 ",DLUURDRDLURULLDRDLUU,1.1461682320, 20 ,35618,0.8846606336," 66,122 "," 151,010 ",2.8598918915," 35,618 ","3,1,5,7,0,4,8,2,6",586
27,0.8668725248,28," 178,315 ",RULLURRDLLURDLDRRUULDLDRUUL,3.5453958511, 27 ,31921,0.8846606336," 66,123 "," 154,599 ",2.8645114899," 31,921 ","2,4,1,8,5,6,7,0,3",587
22,0.4506763264,23," 95,047 ",DRUULDDRULLURDLDRRULUL,1.9717905521, 22 ,34522,0.8846606336," 66,122 "," 152,092 ",2.8737301826," 34,522 ","5,2,7,4,0,6,3,1,8",588
21,0.2332786688,22," 60,416 ",UURDDLURULLDDRUURDLLU,1.2770318985, 21 ,32883,0.8846606336," 66,123 "," 153,736 ",2.8869996071," 32,883 ","5,6,1,3,8,2,4,0,7",589
16,0.0578355200,17," 8,415 ",DLULDRRULLDDRUUL,0.2829997540, 16 ,31482,0.8846606336," 66,488 "," 155,064 ",2.9158294201," 31,482 ","2,1,0,4,7,5,3,6,8",590
21,0.4478648320,22," 73,200 ",LURDLDLURDRUULLDRRULL,1.4644589424, 21 ,34261,0.8846606336," 66,125 "," 152,398 ",2.9310965538," 34,261 ","2,8,5,6,4,0,3,1,7",591
24,0.4506763264,25," 140,250 ",DRUULDRDLLURRULLDRDRUULL,2.9984197617, 24 ,34438,0.8846606336," 66,122 "," 152,193 ",2.9356603622," 34,438 ","2,8,1,6,0,3,4,5,7",592
22,0.4498653184,23," 93,636 ",RRDDLURULDRDLULDRRULLU,1.9635412693, 22 ,31388,0.8849850368," 65,982 "," 155,109 ",2.9583082199," 31,388 ","0,3,2,5,7,6,4,8,1",593
17,0.0602685440,18," 14,050 ",DLURDDLUURDDRULLU,0.2330002785, 17 ,35631,0.8846606336," 66,123 "," 150,971 ",2.9773361683," 35,631 ","6,0,2,3,4,8,5,1,7",594
22,0.4498112512,23," 89,120 ",LDDRULLDRRULURDLLDRULU,1.7136354446, 22 ,34646,0.8846606336," 66,488 "," 152,026 ",2.9809992313," 34,646 ","3,1,0,2,5,6,7,8,4",595
24,0.4499193856,25," 136,484 ",LULDRRUULDRDLURULLDRRULL,2.7038254738, 24 ,29232,0.8846606336," 66,126 "," 157,199 ",2.9912488461," 29,232 ","2,4,7,5,6,3,1,8,0",596
23,0.4508385280,24," 105,902 ",ULURDDLURRDLURULLDDRULU,2.1281130314, 23 ,30111,0.8846606336," 66,123 "," 156,368 ",3.0014910698," 30,111 ","4,1,5,2,3,6,8,0,7",597
17,0.2216542208,18," 15,753 ",DRURULLDDRUULDRUL,0.2560226917, 17 ,34351,0.8849850368," 66,056 "," 152,538 ",3.0070192814," 34,351 ","3,2,5,0,6,7,4,1,8",598
18,0.2236006400,19," 22,990 ",RDDLURDRUULLDRRULL,0.5735127926, 18 ,26738,0.8849850368," 65,982 "," 159,293 ",3.0290122032," 26,738 ","0,2,4,6,5,8,3,1,7",599
18,0.2233843712,19," 20,916 ",ULDLURDRUULDDRUULL,0.4329984188, 18 ,26452,0.8846606336," 66,126 "," 159,554 ",3.0465312004," 26,452 ","1,5,8,6,7,4,2,3,0",600
20,0.2307375104,21," 50,465 ",URDLLURRDDLLURDRULUL,1.0699241161, 20 ,24936,0.8846606336," 66,122 "," 160,893 ",3.0489466190," 24,936 ","6,2,1,3,0,4,5,7,8",601
23,0.4508385280,24," 109,904 ",ULDRRUULDDRULLDRRULDLUU,2.2716233730, 23 ,21539,0.8846606336," 66,123 "," 163,777 ",3.0622851849," 21,539 ","3,2,4,1,6,7,5,0,8",602
22,0.4498653184,23," 73,108 ",DDLUURDDLLURULDRDLURUL,1.5084109306, 22 ,24452,0.8846606336," 66,488 "," 161,352 ",3.0762534142," 24,452 ","4,1,0,7,8,6,3,5,2",603
20,0.2307915776,21," 62,993 ",RDLLURULDRRULLDRDLUU,1.2930195332, 20 ,20568,0.8846606336," 66,122 "," 164,617 ",3.0994763374," 20,568 ","2,3,5,7,0,1,4,8,6",604
22,0.4498112512,23," 92,284 ",LURULLDDRURDLUURDDLUUL,1.9362328053, 22 ,28760,0.8846606336," 66,126 "," 157,579 ",3.1055886745," 28,760 ","7,4,8,1,6,5,3,2,0",605
31,0.8668725248,31," 181,439 ",DDLURRULLDRRDLLURURDDLUURDDLLUU,3.4001774788, 31 ,24249,0.8846606336," 66,123 "," 161,478 ",3.1120054722," 24,249 ","8,0,6,5,4,7,2,3,1",606
22,0.4498653184,23," 73,715 ",UULDLURDDLURULDRDLURUL,1.4602825642, 22 ,23880,0.8846606336," 66,126 "," 161,795 ",3.1136591434," 23,880 ","7,2,5,6,4,8,3,1,0",607
26,0.8671428608,27," 165,847 ",DRRDLULDRURDLUURDLLURDDLUU,3.2933914661, 26 ,24668,0.8849850368," 65,982 "," 161,037 ",3.1183023453," 24,668 ","0,5,3,6,8,7,1,2,4",608
13,0.0147046400,14," 2,347 ",ULLDRDRUULDLU,0.0379991531, 13 ,24011,0.8846606336," 66,125 "," 161,682 ",3.1251258850," 24,011 ","2,5,8,3,4,0,6,1,7",609
18,0.2233303040,19," 20,735 ",DLDLUURRDDLLURRULL,0.4729981422, 18 ,22242,0.8846606336," 66,488 "," 163,256 ",3.1272685528," 22,242 ","6,1,0,7,5,2,8,3,4",610
27,0.8668725248,28," 172,958 ",DDRUULDDLUURDLDRURDLULDRUUL,3.3827300072, 27 ,23409,0.8846606336," 66,123 "," 162,174 ",3.1429986954," 23,409 ","8,0,6,7,2,5,3,1,4",611
26,0.8670887936,27," 168,341 ",LDLURRDLLDRRULLDRRULURDLLU,3.3726046085, 26 ,23184,0.8846606336," 66,488 "," 162,472 ",3.1752343178," 23,184 ","8,5,0,7,3,1,2,4,6",612
20,0.2293858304,21," 40,994 ",DDRRULULDDRRUULDRULL,0.6849989891, 20 ,34798,0.8849850368," 65,982 "," 151,946 ",3.1942596436," 34,798 ","0,2,4,5,8,7,1,3,6",613
24,0.4499193856,25," 116,896 ",DDRUULDRRULDDLUURRDLDLUU,2.3821072578, 24 ,17670,0.8849850368," 65,982 "," 167,036 ",3.2580008507," 17,670 ","0,7,2,1,5,3,6,4,8",614
23,0.4508385280,24," 105,283 ",URDRDLLURRULDDRUULLDRUL,2.1080837250, 23 ,18189,0.8849850368," 66,056 "," 166,648 ",3.2589995861," 18,189 ","6,4,8,0,5,1,3,7,2",615
3,0.0003031040,4, 10 ,ULL,0.0000000000, 3 ,3,0.8846606336," 66,125 "," 181,437 ",3.4376294613, 3 ,"1,2,5,3,4,0,6,7,8",616
